date,day_of_week,month,is_weekend,week_of_year,quarter,temperature,humidity,humidity_drop,rainfall,festival,festival_name,festival_intensity,respiratory_alert,baseline_patients,actual_patients,surge_risk,risk_score
2021-02-17,2,2,0,7,1,17.6,42.4,0.0,0.0,0,None,0.0,1,112,130,LOW,23.4
2021-02-18,3,2,0,7,1,18.0,41.2,1.2,0.0,0,None,0.0,1,108,134,LOW,24.8
2021-02-19,4,2,0,7,1,17.6,40.2,0.9,0.0,0,None,0.0,0,106,120,MEDIUM,5.8
2021-02-20,5,2,1,7,1,17.6,41.1,0.0,0.0,0,None,0.0,0,112,118,MEDIUM,9.8
2021-02-21,6,2,1,7,1,18.0,42.7,0.0,0.0,0,None,0.0,1,110,126,LOW,19.3
2021-02-22,0,2,0,8,1,15.7,35.0,7.7,0.0,0,None,0.0,1,106,136,MEDIUM,36.0
2021-02-23,1,2,0,8,1,15.5,31.3,3.7,0.0,0,None,0.0,1,109,132,MEDIUM,32.3
2021-02-24,2,2,0,8,1,15.2,34.7,0.0,0.0,0,None,0.0,0,111,126,LOW,6.5
2021-02-25,3,2,0,8,1,14.8,34.0,0.7,0.0,0,None,0.0,0,107,107,LOW,0.0
2021-02-26,4,2,0,8,1,14.9,39.7,0.0,14.4,0,None,0.0,1,114,131,LOW,20.0
2021-02-27,5,2,1,8,1,17.1,38.2,1.5,0.0,0,None,0.0,1,109,147,MEDIUM,50.3
2021-02-28,6,2,1,8,1,15.9,32.5,5.7,0.0,0,None,0.0,1,110,136,HIGH,50.8
2021-03-01,0,3,0,9,1,20.8,27.7,4.8,0.0,0,None,0.0,0,107,128,LOW,13.2
2021-03-02,1,3,0,9,1,18.6,22.3,5.3,0.0,0,None,0.0,0,111,114,LOW,7.9
2021-03-03,2,3,0,9,1,18.6,26.7,0.0,0.0,0,None,0.0,1,110,129,MEDIUM,21.2
2021-03-04,3,3,0,9,1,19.2,29.5,0.0,0.0,0,None,0.0,1,110,140,MEDIUM,31.6
2021-03-05,4,3,0,9,1,20.1,30.4,0.0,0.0,0,None,0.0,0,110,120,LOW,13.4
2021-03-06,5,3,1,9,1,21.0,35.5,0.0,0.0,0,None,0.0,0,114,112,LOW,5.2
2021-03-07,6,3,1,9,1,21.6,38.9,0.0,0.0,0,None,0.0,0,113,114,LOW,12.1
2021-03-08,0,3,0,10,1,20.7,36.8,2.1,0.0,0,None,0.0,0,105,111,LOW,3.2
2021-03-09,1,3,0,10,1,19.9,29.7,7.1,0.0,0,None,0.0,0,107,111,MEDIUM,6.3
2021-03-10,2,3,0,10,1,21.0,33.7,0.0,0.0,0,None,0.0,0,107,108,LOW,7.4
2021-03-11,3,3,0,10,1,20.5,35.9,0.0,0.0,0,None,0.0,0,112,114,LOW,4.7
2021-03-12,4,3,0,10,1,18.8,36.4,0.0,0.0,0,None,0.0,1,110,124,MEDIUM,26.7
2021-03-13,5,3,1,10,1,17.8,38.8,0.0,0.0,0,None,0.0,0,111,118,LOW,14.1
2021-03-14,6,3,1,10,1,17.4,33.8,5.0,0.0,0,None,0.0,0,111,109,MEDIUM,7.1
2021-03-15,0,3,0,11,1,18.7,40.3,0.0,0.0,0,None,0.0,0,111,117,LOW,3.9
2021-03-16,1,3,0,11,1,19.3,35.3,5.0,0.0,0,None,0.0,0,109,110,MEDIUM,3.6
2021-03-17,2,3,0,11,1,20.3,37.4,0.0,0.0,0,None,0.0,1,113,139,MEDIUM,40.1
2021-03-18,3,3,0,11,1,19.7,31.4,6.0,0.0,0,None,0.0,1,111,135,LOW,39.6
2021-03-19,4,3,0,11,1,20.0,30.0,1.3,0.0,0,None,0.0,0,107,117,LOW,13.7
2021-03-20,5,3,1,11,1,20.7,36.6,0.0,0.0,0,None,0.0,0,109,108,MEDIUM,5.0
2021-03-21,6,3,1,11,1,20.2,35.2,1.4,0.0,0,None,0.0,0,107,106,LOW,4.8
2021-03-22,0,3,0,12,1,20.7,37.6,0.0,0.0,0,None,0.0,0,107,119,LOW,3.0
2021-03-23,1,3,0,12,1,19.7,37.3,0.3,0.0,0,None,0.0,0,109,108,LOW,1.1
2021-03-24,2,3,0,12,1,19.3,36.1,1.2,25.5,0,None,0.0,1,112,148,HIGH,51.7
2021-03-25,3,3,0,12,1,19.1,39.7,0.0,0.0,0,None,0.0,0,106,133,HIGH,29.7
2021-03-26,4,3,0,12,1,17.9,37.1,2.6,0.0,0,None,0.0,0,109,113,LOW,9.8
2021-03-27,5,3,1,12,1,19.1,30.9,6.2,0.0,0,None,0.0,1,110,128,HIGH,28.9
2021-03-28,6,3,1,12,1,18.8,30.1,0.8,0.0,0,None,0.0,0,110,117,LOW,12.0
2021-03-29,0,3,0,13,1,19.2,33.7,0.0,0.0,0,None,0.0,0,110,119,LOW,8.7
2021-03-30,1,3,0,13,1,20.0,35.4,0.0,0.0,0,None,0.0,0,113,114,LOW,5.4
2021-03-31,2,3,0,13,1,20.5,30.6,4.9,0.0,0,None,0.0,0,109,111,LOW,4.5
2021-04-01,3,4,0,13,2,26.2,33.5,0.0,0.0,0,None,0.0,0,109,118,LOW,1.7
2021-04-02,4,4,0,13,2,25.7,33.7,0.0,0.0,0,None,0.0,0,106,113,MEDIUM,7.1
2021-04-03,5,4,1,13,2,25.0,34.5,0.0,0.0,0,None,0.0,0,110,111,LOW,8.7
2021-04-04,6,4,1,13,2,24.9,31.9,2.6,0.0,0,None,0.0,0,107,108,LOW,9.3
2021-04-05,0,4,0,14,2,22.9,32.6,0.0,0.0,0,None,0.0,0,112,129,LOW,21.0
2021-04-06,1,4,0,14,2,21.8,32.7,0.0,0.0,0,None,0.0,0,110,121,LOW,13.4
2021-04-07,2,4,0,14,2,21.2,37.3,0.0,0.0,0,None,0.0,0,106,117,LOW,12.1
2021-04-08,3,4,0,14,2,21.1,40.1,0.0,0.0,0,None,0.0,0,106,112,MEDIUM,3.4
2021-04-09,4,4,0,14,2,22.8,39.0,1.2,0.0,0,None,0.0,0,109,113,LOW,5.6
2021-04-10,5,4,1,14,2,22.3,37.6,1.4,0.0,0,None,0.0,0,112,123,LOW,16.8
2021-04-11,6,4,1,14,2,22.7,38.3,0.0,0.0,0,None,0.0,0,107,110,LOW,12.0
2021-04-12,0,4,0,15,2,24.9,35.9,2.4,0.0,0,None,0.0,0,111,128,LOW,19.0
2021-04-13,1,4,0,15,2,24.5,33.4,2.4,0.0,0,None,0.0,0,109,119,LOW,6.1
2021-04-14,2,4,0,15,2,25.6,32.6,0.8,0.0,1,Ugadi,0.52,0,105,124,LOW,27.8
2021-04-15,3,4,0,15,2,24.3,33.0,0.0,31.9,1,Ugadi,0.7,0,109,150,HIGH,51.0
2021-04-16,4,4,0,15,2,24.2,31.6,1.3,0.0,1,Ugadi,0.52,0,111,147,CRITICAL,48.5
2021-04-17,5,4,1,15,2,23.3,34.8,0.0,0.0,0,None,0.0,0,113,124,LOW,14.9
2021-04-18,6,4,1,15,2,23.4,38.4,0.0,0.0,0,None,0.0,0,109,115,MEDIUM,11.3
2021-04-19,0,4,0,16,2,24.9,33.6,4.8,0.0,0,None,0.0,0,111,130,MEDIUM,8.8
2021-04-20,1,4,0,16,2,22.9,35.6,0.0,0.0,0,None,0.0,0,108,120,MEDIUM,3.5
2021-04-21,2,4,0,16,2,24.0,36.0,0.0,0.0,0,None,0.0,0,114,126,LOW,9.7
2021-04-22,3,4,0,16,2,24.6,38.0,0.0,23.9,0,None,0.0,0,110,132,LOW,15.2
2021-04-23,4,4,0,16,2,24.0,38.1,0.0,0.0,0,None,0.0,0,113,142,MEDIUM,25.5
2021-04-24,5,4,1,16,2,22.6,33.8,4.3,26.0,0,None,0.0,0,110,129,LOW,23.0
2021-04-25,6,4,1,16,2,23.4,31.9,2.0,0.0,0,None,0.0,0,109,127,LOW,14.4
2021-04-26,0,4,0,17,2,23.2,34.5,0.0,0.0,0,None,0.0,0,112,125,MEDIUM,5.5
2021-04-27,1,4,0,17,2,24.0,39.1,0.0,0.0,0,None,0.0,0,107,119,LOW,7.5
2021-04-28,2,4,0,17,2,24.4,32.2,7.0,0.0,0,None,0.0,1,109,133,MEDIUM,25.2
2021-04-29,3,4,0,17,2,26.5,35.7,0.0,0.0,0,None,0.0,0,107,120,LOW,5.2
2021-04-30,4,4,0,17,2,25.7,40.3,0.0,0.0,0,None,0.0,0,113,125,LOW,8.0
2021-05-01,5,5,1,17,2,29.3,48.2,0.0,13.5,0,None,0.0,0,113,125,LOW,12.9
2021-05-02,6,5,1,17,2,29.7,49.6,0.0,0.0,0,None,0.0,0,115,130,LOW,15.0
2021-05-03,0,5,0,18,2,30.1,46.6,2.9,0.0,0,None,0.0,0,109,129,LOW,13.7
2021-05-04,1,5,0,18,2,31.7,46.6,0.0,0.0,0,None,0.0,0,108,120,MEDIUM,6.2
2021-05-05,2,5,0,18,2,32.2,42.1,4.5,0.0,0,None,0.0,0,110,117,LOW,4.0
2021-05-06,3,5,0,18,2,32.0,37.2,4.9,0.0,0,None,0.0,0,107,115,MEDIUM,3.7
2021-05-07,4,5,0,18,2,33.1,44.2,0.0,0.0,0,None,0.0,0,109,116,LOW,4.7
2021-05-08,5,5,1,18,2,30.8,42.5,1.6,0.0,0,None,0.0,0,111,119,LOW,8.0
2021-05-09,6,5,1,18,2,29.8,43.2,0.0,0.0,0,None,0.0,0,109,114,MEDIUM,9.3
2021-05-10,0,5,0,19,2,28.7,40.7,2.4,0.0,0,None,0.0,0,111,134,MEDIUM,24.6
2021-05-11,1,5,0,19,2,28.6,39.2,1.5,0.0,0,None,0.0,0,111,123,LOW,6.6
2021-05-12,2,5,0,19,2,27.4,42.0,0.0,0.0,0,None,0.0,0,110,120,LOW,9.9
2021-05-13,3,5,0,19,2,28.9,42.0,0.0,0.0,0,None,0.0,0,107,120,LOW,7.1
2021-05-14,4,5,0,19,2,29.0,45.3,0.0,0.0,0,None,0.0,0,109,120,LOW,3.2
2021-05-15,5,5,1,19,2,27.5,47.6,0.0,0.0,0,None,0.0,0,109,122,LOW,11.7
2021-05-16,6,5,1,19,2,27.1,48.5,0.0,0.0,0,None,0.0,0,110,114,LOW,10.4
2021-05-17,0,5,0,20,2,28.3,48.8,0.0,0.0,0,None,0.0,0,113,123,LOW,6.4
2021-05-18,1,5,0,20,2,29.8,53.0,0.0,0.0,0,None,0.0,0,107,113,MEDIUM,5.3
2021-05-19,2,5,0,20,2,32.3,47.6,5.4,0.0,0,None,0.0,0,111,120,MEDIUM,11.5
2021-05-20,3,5,0,20,2,35.1,47.4,0.2,0.0,0,None,0.0,0,111,118,LOW,6.1
2021-05-21,4,5,0,20,2,34.1,50.8,0.0,8.0,0,None,0.0,0,110,125,LOW,14.7
2021-05-22,5,5,1,20,2,31.7,53.3,0.0,0.0,0,None,0.0,0,111,119,LOW,9.8
2021-05-23,6,5,1,20,2,28.6,46.7,6.6,0.0,0,None,0.0,0,110,111,LOW,12.6
2021-05-24,0,5,0,21,2,29.3,46.1,0.6,0.0,0,None,0.0,0,110,127,LOW,11.0
2021-05-25,1,5,0,21,2,28.6,50.7,0.0,0.0,0,None,0.0,0,114,124,MEDIUM,7.1
2021-05-26,2,5,0,21,2,28.5,51.0,0.0,0.0,0,None,0.0,0,109,119,LOW,11.9
2021-05-27,3,5,0,21,2,28.2,50.2,0.8,0.0,0,None,0.0,0,110,116,LOW,4.2
2021-05-28,4,5,0,21,2,28.6,48.4,1.7,0.0,0,None,0.0,0,111,123,LOW,6.6
2021-05-29,5,5,1,21,2,30.3,46.9,1.5,0.0,0,None,0.0,0,111,117,LOW,8.9
2021-05-30,6,5,1,21,2,30.4,48.0,0.0,0.0,0,None,0.0,0,111,115,MEDIUM,7.0
2021-05-31,0,5,0,22,2,30.1,47.1,1.0,0.0,0,None,0.0,0,109,120,MEDIUM,5.9
2021-06-01,1,6,0,22,2,32.5,59.6,0.0,11.1,0,None,0.0,0,112,140,MEDIUM,30.5
2021-06-02,2,6,0,22,2,30.8,60.0,0.0,11.1,0,None,0.0,0,113,149,MEDIUM,43.8
2021-06-03,3,6,0,22,2,31.1,58.0,2.0,0.0,0,None,0.0,0,110,158,MEDIUM,40.4
2021-06-04,4,6,0,22,2,31.8,60.4,0.0,9.2,0,None,0.0,0,112,141,LOW,22.7
2021-06-05,5,6,1,22,2,34.5,69.0,0.0,36.8,0,None,0.0,0,111,148,LOW,41.7
2021-06-06,6,6,1,22,2,34.4,60.0,8.9,0.0,0,None,0.0,0,111,150,MEDIUM,33.1
2021-06-07,0,6,0,23,2,35.3,61.0,0.0,0.0,0,None,0.0,0,113,149,LOW,30.4
2021-06-08,1,6,0,23,2,34.2,58.3,2.7,0.0,0,None,0.0,0,110,131,MEDIUM,12.3
2021-06-09,2,6,0,23,2,32.6,60.7,0.0,0.0,0,None,0.0,0,108,134,LOW,16.5
2021-06-10,3,6,0,23,2,31.8,60.6,0.2,18.2,0,None,0.0,0,112,146,MEDIUM,28.8
2021-06-11,4,6,0,23,2,31.5,62.6,0.0,18.0,0,None,0.0,0,111,151,MEDIUM,44.0
2021-06-12,5,6,1,23,2,34.7,65.1,0.0,35.1,0,None,0.0,0,113,146,MEDIUM,37.0
2021-06-13,6,6,1,23,2,33.4,63.6,1.5,10.4,0,None,0.0,0,109,145,MEDIUM,34.6
2021-06-14,0,6,0,24,2,34.5,65.6,0.0,30.0,0,None,0.0,0,112,159,MEDIUM,39.6
2021-06-15,1,6,0,24,2,33.2,56.3,9.3,28.5,0,None,0.0,0,115,161,MEDIUM,43.1
2021-06-16,2,6,0,24,2,34.4,62.6,0.0,22.7,0,None,0.0,0,111,149,HIGH,34.9
2021-06-17,3,6,0,24,2,34.7,62.7,0.0,16.2,0,None,0.0,0,111,153,MEDIUM,30.9
2021-06-18,4,6,0,24,2,34.2,64.8,0.0,24.8,0,None,0.0,0,111,154,MEDIUM,31.8
2021-06-19,5,6,1,24,2,34.0,59.2,5.6,8.4,0,None,0.0,0,107,145,HIGH,35.5
2021-06-20,6,6,1,24,2,33.1,57.1,2.2,22.2,0,None,0.0,0,112,145,MEDIUM,31.9
2021-06-21,0,6,0,25,2,33.8,58.7,0.0,17.9,0,None,0.0,0,118,171,HIGH,48.0
2021-06-22,1,6,0,25,2,33.2,59.1,0.0,15.0,0,None,0.0,0,109,142,MEDIUM,29.3
2021-06-23,2,6,0,25,2,31.9,60.3,0.0,15.0,0,None,0.0,0,111,145,MEDIUM,26.8
2021-06-24,3,6,0,25,2,30.9,63.5,0.0,22.9,0,None,0.0,0,113,152,MEDIUM,33.7
2021-06-25,4,6,0,25,2,31.9,56.8,6.7,0.0,0,None,0.0,0,109,152,MEDIUM,31.7
2021-06-26,5,6,1,25,2,34.3,61.0,0.0,0.0,0,None,0.0,0,108,136,LOW,21.3
2021-06-27,6,6,1,25,2,34.3,60.6,0.4,33.9,0,None,0.0,0,113,140,MEDIUM,32.0
2021-06-28,0,6,0,26,2,34.0,59.8,0.9,29.4,0,None,0.0,0,112,153,MEDIUM,30.0
2021-06-29,1,6,0,26,2,34.2,55.4,4.3,15.9,0,None,0.0,0,110,155,HIGH,39.6
2021-06-30,2,6,0,26,2,35.6,58.8,0.0,25.9,0,None,0.0,0,110,153,HIGH,40.5
2021-07-01,3,7,0,26,3,36.6,64.5,0.0,29.1,0,None,0.0,0,113,160,MEDIUM,33.3
2021-07-02,4,7,0,26,3,35.7,69.7,0.0,0.0,0,None,0.0,0,110,153,MEDIUM,24.8
2021-07-03,5,7,1,26,3,36.8,66.3,3.3,0.0,0,None,0.0,0,109,136,LOW,24.8
2021-07-04,6,7,1,26,3,36.8,69.0,0.0,0.0,0,None,0.0,0,110,140,MEDIUM,25.5
2021-07-05,0,7,0,27,3,38.1,70.0,0.0,0.0,0,None,0.0,0,111,149,MEDIUM,27.9
2021-07-06,1,7,0,27,3,37.4,74.5,0.0,9.5,0,None,0.0,0,108,138,LOW,22.3
2021-07-07,2,7,0,27,3,35.2,73.2,1.3,0.0,0,None,0.0,0,111,136,LOW,20.0
2021-07-08,3,7,0,27,3,33.5,70.8,2.4,34.0,0,None,0.0,0,109,144,MEDIUM,33.2
2021-07-09,4,7,0,27,3,35.9,70.0,0.8,27.0,0,None,0.0,0,108,141,LOW,34.6
2021-07-10,5,7,1,27,3,37.7,74.8,0.0,29.7,0,None,0.0,0,110,141,LOW,28.6
2021-07-11,6,7,1,27,3,36.7,75.5,0.0,14.1,0,None,0.0,0,109,149,MEDIUM,31.1
2021-07-12,0,7,0,28,3,35.7,73.1,2.4,0.9,0,None,0.0,0,110,157,LOW,33.3
2021-07-13,1,7,0,28,3,37.3,72.2,1.0,16.7,0,None,0.0,0,110,148,HIGH,30.5
2021-07-14,2,7,0,28,3,35.3,67.6,4.6,20.4,0,None,0.0,0,109,154,HIGH,33.7
2021-07-15,3,7,0,28,3,34.1,70.7,0.0,13.8,0,None,0.0,0,108,161,LOW,31.8
2021-07-16,4,7,0,28,3,35.1,66.2,4.6,21.4,0,None,0.0,0,111,148,MEDIUM,29.9
2021-07-17,5,7,1,28,3,34.6,70.9,0.0,56.4,0,None,0.0,0,109,150,MEDIUM,43.1
2021-07-18,6,7,1,28,3,34.7,72.0,0.0,13.1,0,None,0.0,0,112,146,LOW,36.8
2021-07-19,0,7,0,29,3,34.6,79.3,0.0,91.6,0,None,0.0,0,111,161,MEDIUM,39.0
2021-07-20,1,7,0,29,3,35.1,73.3,6.0,24.2,0,None,0.0,0,107,154,HIGH,34.3
2021-07-21,2,7,0,29,3,36.8,72.7,0.6,28.8,0,None,0.0,0,109,159,LOW,34.7
2021-07-22,3,7,0,29,3,36.4,78.0,0.0,14.3,0,None,0.0,0,111,160,LOW,28.0
2021-07-23,4,7,0,29,3,36.7,79.4,0.0,0.0,0,None,0.0,0,112,157,MEDIUM,26.0
2021-07-24,5,7,1,29,3,33.7,74.5,4.8,0.0,0,None,0.0,0,108,133,HIGH,25.1
2021-07-25,6,7,1,29,3,34.1,74.4,0.1,0.0,0,None,0.0,0,112,139,LOW,20.1
2021-07-26,0,7,0,30,3,33.3,73.6,0.8,7.7,0,None,0.0,0,107,146,LOW,27.1
2021-07-27,1,7,0,30,3,32.4,74.0,0.0,36.8,0,None,0.0,1,108,160,HIGH,61.2
2021-07-28,2,7,0,30,3,32.1,71.3,2.7,24.0,0,None,0.0,1,110,172,CRITICAL,73.6
2021-07-29,3,7,0,30,3,32.6,71.5,0.0,55.9,0,None,0.0,0,112,157,MEDIUM,47.8
2021-07-30,4,7,0,30,3,34.4,67.1,4.4,0.0,0,None,0.0,0,110,154,MEDIUM,27.6
2021-07-31,5,7,1,30,3,33.0,69.7,0.0,0.0,0,None,0.0,0,113,141,LOW,24.8
2021-08-01,6,8,1,30,3,32.3,81.3,0.0,0.0,0,None,0.0,0,112,137,LOW,23.2
2021-08-02,0,8,0,31,3,32.1,80.8,0.5,0.0,0,None,0.0,0,114,144,LOW,15.5
2021-08-03,1,8,0,31,3,32.2,76.3,4.5,0.0,0,None,0.0,0,115,132,LOW,6.0
2021-08-04,2,8,0,31,3,33.8,81.4,0.0,0.0,0,None,0.0,0,111,137,MEDIUM,14.5
2021-08-05,3,8,0,31,3,34.4,82.6,0.0,5.0,0,None,0.0,0,111,141,LOW,17.7
2021-08-06,4,8,0,31,3,35.8,80.0,2.6,30.1,0,None,0.0,0,109,143,MEDIUM,38.5
2021-08-07,5,8,1,31,3,35.0,79.8,0.2,49.3,0,None,0.0,0,108,151,HIGH,50.4
2021-08-08,6,8,1,31,3,33.7,76.1,3.8,26.2,0,None,0.0,0,114,151,HIGH,46.7
2021-08-09,0,8,0,32,3,33.5,75.2,0.8,52.4,0,None,0.0,0,113,162,CRITICAL,50.1
2021-08-10,1,8,0,32,3,33.8,76.2,0.0,6.1,0,None,0.0,0,115,152,MEDIUM,30.7
2021-08-11,2,8,0,32,3,34.0,82.1,0.0,0.0,0,None,0.0,0,112,137,LOW,19.7
2021-08-12,3,8,0,32,3,32.6,80.0,2.1,0.0,0,None,0.0,0,108,132,LOW,14.9
2021-08-13,4,8,0,32,3,33.0,82.6,0.0,0.0,0,None,0.0,0,114,144,LOW,14.0
2021-08-14,5,8,1,32,3,33.5,80.6,2.0,4.7,0,None,0.0,0,114,138,LOW,22.0
2021-08-15,6,8,1,32,3,36.6,81.8,0.0,0.0,0,None,0.0,0,109,130,LOW,15.7
2021-08-16,0,8,0,33,3,37.9,81.3,0.5,25.1,0,None,0.0,0,110,152,MEDIUM,37.4
2021-08-17,1,8,0,33,3,35.6,84.1,0.0,55.3,0,None,0.0,0,109,151,MEDIUM,39.3
2021-08-18,2,8,0,33,3,34.7,81.5,2.6,8.9,0,None,0.0,0,111,155,MEDIUM,41.7
2021-08-19,3,8,0,33,3,32.6,76.8,4.7,29.3,0,None,0.0,0,110,146,HIGH,31.4
2021-08-20,4,8,0,33,3,32.2,74.6,2.2,12.8,0,None,0.0,0,111,155,MEDIUM,28.9
2021-08-21,5,8,1,33,3,33.0,75.8,0.0,0.0,0,None,0.0,0,114,163,MEDIUM,37.8
2021-08-22,6,8,1,33,3,34.7,74.4,1.4,0.0,0,None,0.0,0,108,137,LOW,21.2
2021-08-23,0,8,0,34,3,33.5,78.5,0.0,0.0,0,None,0.0,0,111,152,MEDIUM,27.7
2021-08-24,1,8,0,34,3,32.8,78.4,0.2,52.6,0,None,0.0,0,111,149,HIGH,34.1
2021-08-25,2,8,0,34,3,30.5,86.8,0.0,6.3,0,None,0.0,0,110,142,LOW,21.4
2021-08-26,3,8,0,34,3,31.2,79.5,7.3,25.5,0,None,0.0,0,111,139,LOW,24.5
2021-08-27,4,8,0,34,3,30.7,81.0,0.0,17.1,0,None,0.0,0,107,151,MEDIUM,29.2
2021-08-28,5,8,1,34,3,30.9,77.9,3.1,0.0,0,None,0.0,0,112,145,LOW,23.6
2021-08-29,6,8,1,34,3,30.7,77.9,0.0,50.3,0,None,0.0,0,110,143,MEDIUM,32.5
2021-08-30,0,8,0,35,3,31.5,79.8,0.0,25.1,0,None,0.0,0,106,155,MEDIUM,32.8
2021-08-31,1,8,0,35,3,30.0,73.6,6.2,12.4,0,None,0.0,0,107,142,MEDIUM,30.3
2021-09-01,2,9,0,35,3,25.7,80.9,0.0,41.0,0,None,0.0,0,108,144,LOW,35.5
2021-09-02,3,9,0,35,3,29.5,88.2,0.0,27.9,0,None,0.0,0,108,146,MEDIUM,31.3
