date,day_of_week,month,is_weekend,day_of_year,rainfall,humidity,temperature,humidity_drop,festival,festival_name,respiratory_alert,actual_patients,baseline_patients
2023-04-07,4,4,0,97,0.0,52.03119115296299,31.43894509350205,0,0,None,1.0,181,110
2023-04-08,5,4,1,98,0.0,55.43143037280436,31.015994983946907,0,0,None,0.0,122,110
2023-04-09,6,4,1,99,0.0,63.88606364107596,33.15168118589641,0,0,None,0.0,98,110
2023-04-10,0,4,0,100,0.0,68.0697572397494,36.46538334383719,0,0,None,0.0,114,110
2023-04-11,1,4,0,101,0.0,63.70640819271013,33.62289596121406,0,0,None,0.0,135,110
2023-04-12,2,4,0,102,0.0,66.72899400938428,33.00597767057565,0,0,None,0.0,139,110
2023-04-13,3,4,0,103,0.0,68.91338552813309,33.89126447000902,0,0,None,0.0,150,110
2023-04-14,4,4,0,104,0.0,65.70700871676996,36.04702921558622,0,0,None,0.0,125,110
2023-04-15,5,4,1,105,0.0,67.38247626817608,33.74306679287217,0,0,None,0.0,136,110
2023-04-16,6,4,1,106,0.0,66.04433142337342,33.1510863070489,0,0,None,0.0,119,110
2023-04-17,0,4,0,107,0.0,65.26204249995362,34.09175588835228,0,0,None,0.0,128,110
2023-04-18,1,4,0,108,0.0,72.8124639692242,34.97241445613004,0,0,None,0.0,150,110
2023-04-19,2,4,0,109,0.0,73.62680338803963,33.71284824603765,0,0,None,0.0,148,110
2023-04-20,3,4,0,110,0.0,72.4840457299333,31.67661596316963,0,0,None,0.0,138,110
2023-04-21,4,4,0,111,0.0,69.39230117616592,32.88979679191527,0,0,None,0.0,156,110
2023-04-22,5,4,1,112,0.0,65.53244659432711,34.42731270809732,0,0,None,0.0,124,110
2023-04-23,6,4,1,113,0.0,67.01808330272932,34.30178493317069,0,0,None,0.0,103,110
2023-04-24,0,4,0,114,0.0,66.36403989668939,33.013888194924164,0,0,None,0.0,114,110
2023-04-25,1,4,0,115,0.0,74.80020201510953,32.619423892746106,0,0,None,0.0,136,110
2023-04-26,2,4,0,116,0.0,68.76391641367313,33.833985217072865,0,0,None,0.0,137,110
2023-04-27,3,4,0,117,58.94768242406134,96.87142218332258,25.70236874485472,0,0,None,0.0,159,110
2023-04-28,4,4,0,118,0.0,74.8592642616281,33.37193199182992,1,0,None,0.0,134,110
2023-04-29,5,4,1,119,0.0,61.01162735164955,31.770126345462604,0,0,None,1.0,133,110
2023-04-30,6,4,1,120,0.0,72.99287983783024,33.58755506081208,0,0,None,1.0,153,110
2023-05-01,0,5,0,121,0.0,66.10284307710646,32.345306024177894,0,0,None,0.0,137,110
2023-05-02,1,5,0,122,0.0,73.09616728251004,32.09512456799635,0,0,None,0.0,131,110
2023-05-03,2,5,0,123,0.0,72.68844016387912,34.30843203089911,0,0,None,0.0,146,110
2023-05-04,3,5,0,124,0.0,70.76252088831944,31.465830523708625,0,0,None,1.0,171,110
2023-05-05,4,5,0,125,0.0,71.94805019073652,33.488439784238906,0,0,None,0.0,155,110
2023-05-06,5,5,1,126,0.0,62.14918833066069,30.020575332054715,0,0,None,0.0,149,110
2023-05-07,6,5,1,127,0.0,64.10870044961003,34.12285730660184,0,0,None,0.0,130,110
2023-05-08,0,5,0,128,0.0,69.37627791791202,34.24543405702906,0,0,None,0.0,134,110
2023-05-09,1,5,0,129,0.0,67.36363437320087,31.974070075427633,0,0,None,0.0,125,110
2023-05-10,2,5,0,130,0.0,70.08631967633062,30.687402860065088,0,0,None,0.0,133,110
2023-05-11,3,5,0,131,0.0,71.48069635426816,32.00772971603282,0,0,None,0.0,128,110
2023-05-12,4,5,0,132,0.0,72.7468592294092,31.21761235612396,0,0,None,0.0,151,110
2023-05-13,5,5,1,133,0.0,69.89763516847623,33.23859059719774,0,0,None,0.0,133,110
2023-05-14,6,5,1,134,0.0,69.4679075264394,30.54659537845978,0,0,None,0.0,132,110
2023-05-15,0,5,0,135,0.0,80.2723879931239,32.25712779800733,0,0,None,0.0,135,110
2023-05-16,1,5,0,136,0.0,81.82038988618257,30.437363224047733,0,0,None,0.0,147,110
2023-05-17,2,5,0,137,0.0,70.80941829908897,32.99238174025754,0,1,Local Festival,0.0,188,110
2023-05-18,3,5,0,138,0.0,64.96327444891391,30.567317166268854,0,0,None,0.0,182,110
2023-05-19,4,5,0,139,0.0,73.15565690987266,28.688670059891056,0,0,None,0.0,152,110
2023-05-20,5,5,1,140,0.0,71.33991126086033,34.1545755798915,0,0,None,0.0,120,110
2023-05-21,6,5,1,141,0.0,72.124719803806,32.73156751606525,0,0,None,0.0,113,110
2023-05-22,0,5,0,142,0.0,62.823777925657986,33.95746171496435,0,0,None,0.0,144,110
2023-05-23,1,5,0,143,0.0,67.19670000617207,30.720482289498356,0,0,None,0.0,145,110
2023-05-24,2,5,0,144,0.0,59.87366735578003,33.10723156106476,0,0,None,0.0,137,110
2023-05-25,3,5,0,145,0.0,68.35290926059305,31.4262048685806,0,0,None,0.0,159,110
2023-05-26,4,5,0,146,0.0,60.69844355814678,30.039863727031708,0,0,None,0.0,148,110
2023-05-27,5,5,1,147,0.0,68.43663525662784,31.322383775019087,0,0,None,0.0,124,110
2023-05-28,6,5,1,148,0.0,68.71354554991649,30.868417202697994,0,0,None,0.0,113,110
2023-05-29,0,5,0,149,0.0,67.1775905689011,28.32751698389703,0,0,None,0.0,107,110
2023-05-30,1,5,0,150,0.0,69.0369962723397,31.42530849189779,0,0,None,1.0,154,110
2023-05-31,2,5,0,151,0.0,74.10963332502028,32.89236845045654,0,0,None,0.0,157,110
2023-06-01,3,6,0,152,0.0,96.48349672490201,29.38347926239405,0,0,None,0.0,144,110
2023-06-02,4,6,0,153,0.0,99.87100668604988,32.75825781764291,0,0,None,0.0,141,110
2023-06-03,5,6,1,154,0.0,100.0,32.98880880203413,0,0,None,0.0,122,110
2023-06-04,6,6,1,155,0.0,94.89808376368923,29.875891810648866,0,0,None,0.0,106,110
2023-06-05,0,6,0,156,35.17643631656464,100.0,28.001688042816177,0,0,None,0.0,113,110
2023-06-06,1,6,0,157,2.1991882684241797,92.44522861538425,32.07159106097807,0,0,None,0.0,131,110
2023-06-07,2,6,0,158,0.0,97.14201155085406,31.12309317777205,0,0,None,0.0,128,110
2023-06-08,3,6,0,159,0.0,96.99482982995707,31.96961984457854,0,0,None,1.0,160,110
2023-06-09,4,6,0,160,0.0,90.88205376921563,29.805218277674896,0,0,None,0.0,151,110
2023-06-10,5,6,1,161,0.0,98.14541505547376,30.413247644277202,0,0,None,0.0,141,110
2023-06-11,6,6,1,162,0.0,93.10673550857048,30.732570386598724,0,0,None,0.0,113,110
2023-06-12,0,6,0,163,3.4493804928103966,100.0,27.892284682350578,0,0,None,0.0,124,110
2023-06-13,1,6,0,164,6.362089736922078,100.0,30.362039711738785,0,0,None,0.0,127,110
2023-06-14,2,6,0,165,0.0,97.76658264654667,28.77005707441455,0,0,None,0.0,129,110
2023-06-15,3,6,0,166,4.6261836016395215,97.78891296368666,28.099996775981342,0,0,None,0.0,129,110
2023-06-16,4,6,0,167,1.928343202400288,93.35150984777486,28.83819390753007,0,0,None,0.0,133,110
2023-06-17,5,6,1,168,0.0,100.0,29.28800623036227,0,0,None,0.0,132,110
2023-06-18,6,6,1,169,40.16235609565299,100.0,25.456262607689094,0,0,None,0.0,114,110
2023-06-19,0,6,0,170,0.0,100.0,28.137058993395655,0,0,None,0.0,110,110
2023-06-20,1,6,0,171,0.0,97.34749426194736,28.119637088000864,0,0,None,0.0,117,110
2023-06-21,2,6,0,172,0.0,100.0,28.432746531702023,0,0,None,0.0,126,110
2023-06-22,3,6,0,173,0.0,100.0,28.44048100535802,0,0,None,0.0,110,110
2023-06-23,4,6,0,174,7.273415547059931,100.0,28.468529661708686,0,0,None,0.0,119,110
2023-06-24,5,6,1,175,0.0,95.13865726137965,28.762964564989215,0,0,None,0.0,105,110
2023-06-25,6,6,1,176,0.0,90.99549985098807,28.863490489409312,0,0,None,0.0,80,110
2023-06-26,0,6,0,177,0.0,97.26457435739556,28.400997433025687,0,0,None,0.0,112,110
2023-06-27,1,6,0,178,0.0,96.22005045026647,26.764610390745723,0,0,None,0.0,120,110
2023-06-28,2,6,0,179,0.0,100.0,29.666912570385584,0,0,None,0.0,134,110
2023-06-29,3,6,0,180,0.0,99.96013679341691,30.43502737335769,0,0,None,0.0,136,110
2023-06-30,4,6,0,181,19.256459082370565,100.0,27.0118113584256,0,0,None,0.0,135,110
2023-07-01,5,7,1,182,0.0,98.05965405101293,27.04043203198854,0,0,None,0.0,109,110
2023-07-02,6,7,1,183,0.0,100.0,30.821089976261753,0,0,None,0.0,109,110
2023-07-03,0,7,0,184,0.0,100.0,28.06195601667007,0,0,None,0.0,99,110
2023-07-04,1,7,0,185,0.0,96.74678715439086,27.054200759330303,0,0,None,0.0,102,110
2023-07-05,2,7,0,186,0.0,95.20643857578449,26.88117981417327,0,0,None,0.0,112,110
2023-07-06,3,7,0,187,0.0,99.28389585488104,26.366642429216125,0,0,None,0.0,114,110
2023-07-07,4,7,0,188,0.0,100.0,27.399953002170257,0,0,None,0.0,102,110
2023-07-08,5,7,1,189,0.0,97.11614334715834,28.57479180313016,0,0,None,0.0,97,110
2023-07-09,6,7,1,190,0.0,100.0,27.6675143404758,0,1,Local Festival,0.0,129,110
2023-07-10,0,7,0,191,0.0,91.65297359439315,28.08604430397053,0,0,None,0.0,124,110
2023-07-11,1,7,0,192,0.0,95.50780970253075,25.682894849864315,0,1,Local Festival,0.0,148,110
2023-07-12,2,7,0,193,0.0,90.96384975109034,27.17329449136426,0,0,None,0.0,125,110
2023-07-13,3,7,0,194,0.0,90.5713172843681,28.213240022900074,0,0,None,1.0,145,110
2023-07-14,4,7,0,195,0.0,97.78386446363704,25.115871123157337,0,0,None,0.0,124,110
2023-07-15,5,7,1,196,0.0,98.81401586769216,26.237281442394043,0,0,None,0.0,109,110
2023-07-16,6,7,1,197,0.0,100.0,25.899551293310598,0,0,None,0.0,66,110
2023-07-17,0,7,0,198,0.0,100.0,27.83912976031197,0,0,None,0.0,77,110
2023-07-18,1,7,0,199,0.0,87.64177749936356,25.403503740798204,0,0,None,0.0,99,110
2023-07-19,2,7,0,200,0.0,98.37700192182459,26.650526782351022,0,0,None,0.0,107,110
2023-07-20,3,7,0,201,0.0,100.0,26.20094894223275,0,0,None,0.0,111,110
2023-07-21,4,7,0,202,0.0,99.40074540317201,26.52355177919682,0,0,None,0.0,102,110
2023-07-22,5,7,1,203,0.0,97.44211796027193,25.623101154916903,0,0,None,1.0,112,110
2023-07-23,6,7,1,204,0.0,100.0,27.74381273697206,0,0,None,0.0,93,110
2023-07-24,0,7,0,205,0.0,100.0,25.622424875728417,0,0,None,0.0,120,110
2023-07-25,1,7,0,206,0.0,98.74938699462744,27.983627266461117,0,0,None,0.0,114,110
2023-07-26,2,7,0,207,0.0,90.39591779379622,25.425949979859933,0,0,None,0.0,107,110
2023-07-27,3,7,0,208,0.0,90.1779238750416,25.899078428118127,0,0,None,0.0,142,110
2023-07-28,4,7,0,209,0.0,100.0,22.480703114735697,0,0,None,0.0,124,110
2023-07-29,5,7,1,210,0.0,95.57592029041008,26.150878424294152,0,0,None,0.0,77,110
2023-07-30,6,7,1,211,0.0,91.72225282918282,27.359833526441072,0,0,None,0.0,60,110
2023-07-31,0,7,0,212,0.0,100.0,27.439627047304135,0,0,None,0.0,83,110
2023-08-01,1,8,0,213,0.0,100.0,25.86612181222163,0,0,None,0.0,93,110
2023-08-02,2,8,0,214,0.0,94.54304781353265,24.194185886029395,0,0,None,0.0,128,110
2023-08-03,3,8,0,215,0.0,99.26644074880349,24.62986358904266,0,0,None,0.0,115,110
2023-08-04,4,8,0,216,0.0,98.11565448089593,26.51750583417465,0,0,None,1.0,127,110
2023-08-05,5,8,1,217,0.0,98.27375621971234,23.733908114275657,0,0,None,0.0,86,110
2023-08-06,6,8,1,218,0.0,97.5177115316951,24.30217000045787,0,0,None,0.0,66,110
2023-08-07,0,8,0,219,0.0,100.0,27.09453052674506,0,0,None,0.0,88,110
2023-08-08,1,8,0,220,0.0,91.8389096028574,25.413326165252684,0,0,None,0.0,110,110
2023-08-09,2,8,0,221,0.0,89.47418067605008,27.167643467417136,0,0,None,0.0,103,110
2023-08-10,3,8,0,222,0.0,98.79749034423718,28.821543302118656,0,0,None,0.0,112,110
2023-08-11,4,8,0,223,0.0,100.0,25.878376369665222,0,0,None,0.0,108,110
2023-08-12,5,8,1,224,0.0,100.0,25.387393211924785,0,0,None,0.0,75,110
2023-08-13,6,8,1,225,0.0,100.0,26.6778107481648,0,0,None,0.0,75,110
2023-08-14,0,8,0,226,0.0,100.0,24.746276116484466,0,0,None,0.0,87,110
2023-08-15,1,8,0,227,0.0,95.0519758987071,24.344913485415645,0,0,None,0.0,90,110
2023-08-16,2,8,0,228,0.0,100.0,25.2580109501258,0,0,None,0.0,109,110
2023-08-17,3,8,0,229,0.0,99.20996050710505,23.77129382669906,0,0,None,0.0,117,110
2023-08-18,4,8,0,230,0.0,100.0,20.871106168600367,0,0,None,0.0,115,110
2023-08-19,5,8,1,231,0.0,93.55019550129472,22.3512717876616,0,0,None,0.0,82,110
2023-08-20,6,8,1,232,0.0,91.19621401210593,23.84556311500223,0,0,None,0.0,78,110
2023-08-21,0,8,0,233,0.0,97.01052748199146,23.77147158142578,0,0,None,0.0,95,110
2023-08-22,1,8,0,234,0.0,100.0,23.88975895311812,0,0,None,0.0,93,110
2023-08-23,2,8,0,235,0.0,100.0,25.761598268928065,0,1,Local Festival,0.0,126,110
2023-08-24,3,8,0,236,27.231704925899724,100.0,19.636126325384446,0,0,None,0.0,119,110
2023-08-25,4,8,0,237,86.52122422726138,100.0,15.40430549669087,0,0,None,0.0,134,110
2023-08-26,5,8,1,238,20.792043828239986,100.0,21.621564742060507,0,0,None,0.0,108,110
2023-08-27,6,8,1,239,3.173556447132238,100.0,22.73573620496658,0,0,None,0.0,75,110
2023-08-28,0,8,0,240,0.0,100.0,19.83134556733276,0,0,None,1.0,123,110
2023-08-29,1,8,0,241,0.0,100.0,20.66366936462246,0,0,None,0.0,131,110
2023-08-30,2,8,0,242,0.0,100.0,23.346157248692318,0,0,None,1.0,129,110
2023-08-31,3,8,0,243,0.0,92.9624415264109,22.51756432836413,0,0,None,0.0,113,110
2023-09-01,4,9,0,244,0.0,96.78303344911717,23.537083672083877,0,0,None,0.0,130,110
2023-09-02,5,9,1,245,0.0,100.0,25.50727162262356,0,0,None,0.0,81,110
2023-09-03,6,9,1,246,6.274824346667625,100.0,21.238653295359928,0,0,None,0.0,72,110
2023-09-04,0,9,0,247,1.6490408790205922,98.20191910811143,24.089961300265276,0,0,None,0.0,91,110
2023-09-05,1,9,0,248,0.0,97.88697618222835,23.13939691104619,0,0,None,0.0,95,110
2023-09-06,2,9,0,249,0.0,100.0,24.11337181675798,0,0,None,0.0,81,110
2023-09-07,3,9,0,250,0.0,100.0,21.901447823243643,0,0,None,0.0,82,110
2023-09-08,4,9,0,251,0.0,100.0,22.914226730063547,0,0,None,0.0,80,110
2023-09-09,5,9,1,252,2.2346784907612283,100.0,21.246242131156027,0,0,None,1.0,102,110
2023-09-10,6,9,1,253,0.0,93.79249384525438,22.091135154940574,0,0,None,0.0,64,110
2023-09-11,0,9,0,254,0.0,90.97535290143135,24.19520921006636,0,0,None,1.0,114,110
2023-09-12,1,9,0,255,0.0,100.0,20.00337556937785,0,0,None,0.0,120,110
2023-09-13,2,9,0,256,0.0,100.0,23.086525349042184,0,0,None,0.0,116,110
2023-09-14,3,9,0,257,0.0,100.0,23.15997353910866,0,0,None,0.0,104,110
2023-09-15,4,9,0,258,0.0,98.18193893893073,23.097228821597653,0,0,None,0.0,97,110
2023-09-16,5,9,1,259,0.0,100.0,24.16869701150034,0,0,None,0.0,83,110
2023-09-17,6,9,1,260,0.0,100.0,22.863434012325673,0,0,None,0.0,68,110
2023-09-18,0,9,0,261,0.0,93.55776310121338,23.27117338021924,0,0,None,0.0,84,110
2023-09-19,1,9,0,262,0.0,99.69077889573109,21.634372375350004,0,0,None,0.0,99,110
2023-09-20,2,9,0,263,0.0,100.0,24.161754609789664,0,0,None,0.0,93,110
2023-09-21,3,9,0,264,0.0,100.0,24.54429572609912,0,0,None,0.0,122,110
2023-09-22,4,9,0,265,0.0,94.98121054218315,23.82205663321178,0,0,None,0.0,124,110
2023-09-23,5,9,1,266,0.0,89.7918709517784,21.125064229929176,0,0,None,0.0,94,110
2023-09-24,6,9,1,267,0.0,96.21830875887149,23.331553298007368,0,0,None,0.0,70,110
2023-09-25,0,9,0,268,0.0,96.18607273681455,20.91448179922418,0,0,None,0.0,106,110
2023-09-26,1,9,0,269,0.0,100.0,21.691038807932745,0,0,None,0.0,94,110
2023-09-27,2,9,0,270,0.0,95.25300555584029,26.958987292929127,0,0,None,0.0,77,110
2023-09-28,3,9,0,271,0.0,99.52720514590666,23.27415661689828,0,0,None,0.0,95,110
2023-09-29,4,9,0,272,0.0,97.02725189799246,23.185283318531255,0,0,None,1.0,134,110
2023-09-30,5,9,1,273,0.0,90.95766424920714,24.481100006919377,0,0,None,0.0,95,110
2023-10-01,6,10,1,274,0.0,73.01659039735661,25.656247254772314,1,0,None,0.0,77,110
2023-10-02,0,10,0,275,0.0,61.81355649108798,22.40058544982557,0,0,None,0.0,72,110
2023-10-03,1,10,0,276,0.0,70.52474999349519,24.46258161824168,0,0,None,1.0,104,110
2023-10-04,2,10,0,277,0.0,60.29061535434384,24.724025698146807,0,0,None,0.0,88,110
2023-10-05,3,10,0,278,0.0,66.68595592536855,23.944383280785242,0,0,None,1.0,137,110
2023-10-06,4,10,0,279,0.0,73.6600345752072,23.199813522594706,0,0,None,0.0,135,110
2023-10-07,5,10,1,280,0.0,72.53095915469663,24.650081553862172,0,0,None,0.0,93,110
2023-10-08,6,10,1,281,0.0,67.23747028825711,23.988301403600534,0,0,None,0.0,81,110
2023-10-09,0,10,0,282,0.0,70.59558515331436,23.3618690553079,0,0,None,0.0,82,110
2023-10-10,1,10,0,283,0.0,73.21154070385558,23.26402426939907,0,0,None,0.0,82,110
2023-10-11,2,10,0,284,0.0,64.2370254387298,24.657360196238894,0,0,None,0.0,86,110
2023-10-12,3,10,0,285,0.0,73.49275227542167,22.972843988078466,0,0,None,1.0,123,110
