date,day_of_week,month,is_weekend,day_of_year,rainfall,humidity,temperature,humidity_drop,festival,festival_name,respiratory_alert,actual_patients,baseline_patients,week_of_year,quarter,flu_season,monsoon_season,monday_adjacent,patients_prev_day,patients_3day_avg,patients_7day_avg,patient_growth_rate,rolling_std_patients,rainfall_prev_day,cumulative_rainfall_3day,humidity_trend,days_until_festival,estimated_bed_occupancy,emergency_load_index,staff_pressure_index,surge_risk
2023-01-12,3,1,0,12,0.0,65.33200710448463,29.017230705862907,0,0,,1.0,173,110,2,1,1,0,0,142.0,134.0,118.28571428571429,0.20048309178743956,16.42877846660431,0.0,0.0,0.08094386102833084,30,89.33333333333333,0.0,1.627152104841659,CRITICAL
2023-01-13,4,1,0,13,0.0,72.17912598141287,27.27834209006429,0,0,,1.0,175,110,2,1,1,0,0,173.0,150.66666666666666,127.0,0.36220472440944884,25.955089417427672,0.0,0.0,7.13018258325117,30,100.0,0.0,2.2977544708713835,CRITICAL
2023-01-14,5,1,1,14,0.0,83.32739040404478,30.983823416453227,0,0,,0.0,121,110,2,1,1,0,1,175.0,163.33333333333334,136.0,0.2867647058823529,30.424770609926796,0.0,0.0,18.326134785559432,30,100.0,2.867647058823529,5.042477060992679,MEDIUM
2023-01-15,6,1,1,15,0.0,75.357810980786,29.53381889736589,0,0,,0.0,105,110,2,1,1,0,1,121.0,156.33333333333334,138.57142857142858,-0.12680412371134028,27.81999965766318,0.0,0.0,10.025803876301367,30,100.0,-1.2680412371134029,4.7819999657663175,LOW
2023-01-16,0,1,0,16,0.0,65.02613548183166,26.984849467365198,0,0,,0.0,117,110,3,1,1,0,1,105.0,133.66666666666666,139.42857142857142,-0.24692622950819665,26.456613179928745,0.0,0.0,-7.1529904995812075,30,89.11111111111111,-0.0,2.0699002094612697,LOW
2023-01-17,1,1,0,17,0.0,65.70203324156739,31.028095503731414,0,0,,0.0,115,110,3,1,1,0,1,117.0,114.33333333333333,138.57142857142858,-0.1556701030927836,27.165278959590665,0.0,0.0,-17.625357162477385,30,76.22222222222223,-0.0,1.7975211870155108,LOW
2023-01-18,2,1,0,18,0.0,62.48764512490564,29.72624944722348,0,0,,0.0,121,110,3,1,1,0,0,115.0,112.33333333333333,135.42857142857142,-0.15084388185654002,28.611519491614672,0.0,0.0,-12.870165855880359,30,74.88888888888889,-0.0,1.8202313409637936,LOW
2023-01-19,3,1,0,19,0.0,64.11291902345134,30.523862741723125,0,0,,0.0,122,110,3,1,1,0,0,121.0,117.66666666666667,132.42857142857142,-0.08629989212513475,28.907076082147192,0.0,0.0,-0.9132164583803188,30,78.44444444444446,-0.0,1.918244206333107,LOW
2023-01-20,4,1,0,20,42.24741943715315,94.1012911357466,26.85979273292955,0,0,,0.0,138,110,3,1,1,0,0,122.0,119.33333333333333,125.14285714285714,-0.02511415525114152,22.74810300829916,0.0,42.24741943715315,28.399257894179215,30,79.55555555555556,-0.0,1.7004245418856778,LOW
2023-01-21,5,1,1,21,0.0,72.78442877662646,28.83316451840442,1,0,,0.0,113,110,3,1,1,0,1,138.0,127.0,119.85714285714286,0.1513706793802145,9.906707684334698,42.24741943715315,42.24741943715315,10.296783651720816,30,84.66666666666667,1.5137067938021451,2.5321012506070044,MEDIUM
2023-01-22,6,1,1,22,0.0,71.21320291234312,31.311940405136905,0,0,,0.0,95,110,3,1,1,0,1,113.0,124.33333333333333,118.71428571428571,-0.048134777376654586,10.209705932988191,0.0,42.24741943715315,7.100283888891781,30,82.88888888888889,-0.48134777376654586,2.5040489584454657,LOW
2023-01-23,0,1,0,23,0.0,68.35397997611535,29.312742068188584,0,0,,1.0,134,110,4,1,1,0,1,95.0,115.33333333333333,117.28571428571429,-0.19001218026796593,12.815541160563383,0.0,0.0,-25.747311159631252,30,76.88888888888889,-0.0,1.2615752490616587,LOW
2023-01-24,1,1,0,24,0.0,72.73342510719407,32.0417999888861,0,0,,1.0,147,110,4,1,1,0,1,134.0,114.0,119.71428571428571,0.11933174224343682,14.2795224676724,0.0,0.0,-0.0510036694323901,30,76.0,0.0,1.3026218537715513,MEDIUM
2023-01-25,2,1,0,25,0.0,64.3575356388614,29.97226239551931,0,0,,0.0,140,110,4,1,1,0,0,147.0,125.33333333333333,124.28571428571429,0.18275862068965512,17.317758570460576,0.0,0.0,-6.855667273481714,30,83.55555555555554,0.0,1.5590530247214638,MEDIUM
2023-01-26,3,1,0,26,0.0,69.67848515531435,32.47093281245111,0,0,,0.0,111,110,4,1,1,0,0,140.0,140.33333333333334,127.0,0.10236220472440945,18.184242262647775,0.0,0.0,1.3245051791989937,30,93.55555555555556,0.0,1.786173999174968,MEDIUM
2023-01-27,4,1,0,27,0.0,85.79717829919623,28.86056050110099,0,0,,0.0,125,110,4,1,1,0,0,111.0,132.66666666666666,125.42857142857143,-0.11503416856492028,19.138592275444744,0.0,0.0,13.063753192002167,29,88.44444444444444,-0.0,1.7307955250696676,LOW
2023-01-28,5,1,1,28,0.0,72.59467100103011,29.86924032881545,0,0,,1.0,128,110,4,1,1,0,1,125.0,125.33333333333333,123.57142857142857,0.011560693641618514,18.329003817785075,0.0,0.0,8.2371353621687,28,83.55555555555554,0.11560693641618514,3.2026012078860413,HIGH
2023-01-29,6,1,1,29,0.0,74.03659665333524,30.42216969717217,0,0,,0.0,115,110,4,1,1,0,1,128.0,121.33333333333333,125.71428571428571,0.01818181818181823,17.754945655734744,0.0,0.0,4.3581114980208895,27,80.88888888888889,0.1818181818181823,3.053955604152766,MEDIUM
2023-01-30,0,1,0,30,0.0,77.19678955437462,29.691472423389417,0,0,,1.0,165,110,5,1,1,0,1,115.0,122.66666666666667,128.57142857142858,-0.10555555555555564,12.946777499402945,0.0,0.0,-8.600388744821615,26,81.77777777777779,-0.0,1.3471571244200315,LOW
2023-01-31,1,1,0,31,0.0,69.37855080231678,29.903051528200937,0,0,,0.0,160,110,5,1,1,0,1,165.0,136.0,133.0,0.24060150375939848,18.99999999999996,0.0,0.0,-3.2161201987133268,25,90.66666666666666,0.0,1.767999999999998,HIGH
2023-02-01,2,2,0,32,0.0,73.45272074897373,31.11020470131728,0,0,,0.0,166,110,5,1,1,0,0,160.0,146.66666666666666,134.85714285714286,0.18644067796610167,21.114201945835468,0.0,0.0,-0.5838759043615056,24,97.77777777777777,0.0,2.010027650685289,MEDIUM
2023-02-02,3,2,0,33,0.0,76.54985481754363,30.953355798623747,0,0,,0.0,143,110,5,1,1,0,0,166.0,163.66666666666666,138.57142857142858,0.19793814432989681,24.227100135021928,0.0,0.0,-0.6469347368309855,23,100.0,0.0,2.2113550067510963,LOW
2023-02-03,4,2,0,34,0.0,66.79970549412197,30.270683345941443,0,0,,0.0,137,110,5,1,1,0,0,143.0,156.33333333333334,143.14285714285714,-0.0009980039920159398,20.95573566217267,0.0,0.0,-2.578845308194815,22,100.0,-0.0,2.0477867831086334,CRITICAL
2023-02-04,5,2,1,35,0.0,74.72860919952217,30.39557977521716,0,0,,0.0,115,110,5,1,1,0,1,137.0,148.66666666666666,144.85714285714286,-0.054240631163708114,19.675946156229827,0.0,0.0,1.275888450548436,21,99.1111111111111,-0.5424063116370812,3.932327107928556,CRITICAL
2023-02-05,6,2,1,36,0.0,69.97128912311675,30.55212066720628,0,0,,0.0,107,110,5,1,1,0,1,115.0,131.66666666666666,143.0,-0.1958041958041958,22.007574453658716,0.0,0.0,-6.578565694426885,20,87.77777777777777,-1.9580419580419581,3.6873315353767095,MEDIUM
2023-02-06,0,2,0,37,0.0,67.01667556672189,30.539928150098905,0,0,,0.0,137,110,6,1,1,0,1,107.0,119.66666666666667,141.85714285714286,-0.24572004028197383,23.835747463481304,0.0,0.0,0.21697007259992063,19,79.77777777777779,-0.0,1.7485592599321986,LOW
2023-02-07,1,2,0,38,0.0,67.59690655501434,31.64846063579744,0,0,,0.0,146,110,6,1,1,0,1,137.0,119.66666666666667,137.85714285714286,-0.00621761658031091,21.54397496152591,0.0,0.0,-7.1317026445078255,18,79.77777777777779,-0.0,1.6571430012430892,LOW
2023-02-08,2,2,0,39,0.0,63.80409726866656,33.21617185019328,0,0,,0.0,156,110,6,1,1,0,0,146.0,130.0,135.85714285714286,0.07465825446897999,19.71825356895286,0.0,0.0,-6.167191854450188,17,86.66666666666667,0.0,1.7211243213212908,MEDIUM
2023-02-09,3,2,0,40,0.0,58.16696337723811,31.137390691277066,0,0,,0.0,154,110,6,1,1,0,0,156.0,146.33333333333334,134.42857142857142,0.16046758767268873,17.39594917269667,0.0,0.0,-8.849712189483775,16,97.55555555555556,0.0,1.8240912985348712,HIGH
2023-02-10,4,2,0,41,0.0,67.14513108819595,30.59423388435289,0,0,,0.0,136,110,6,1,1,0,0,154.0,152.0,136.0,0.1323529411764706,18.743887892679354,0.0,0.0,-0.45177546681838976,15,100.0,0.0,1.9371943946339676,MEDIUM
2023-02-11,5,2,1,42,0.0,67.46722139373358,31.76049410471181,0,0,,0.0,105,110,6,1,1,0,1,136.0,148.66666666666666,135.85714285714286,0.0010515247108306746,18.738806182434768,0.0,0.0,3.6631241250670215,14,99.1111111111111,0.010515247108306746,3.83944612385909,MEDIUM
2023-02-12,6,2,1,43,0.0,70.19254909967994,31.361147869247866,0,0,,0.0,96,110,6,1,1,0,1,105.0,131.66666666666666,134.42857142857142,-0.2189160467587672,20.855512004081305,0.0,0.0,12.025585722441825,13,87.77777777777777,-2.189160467587672,3.586206053691581,LOW
2023-02-13,0,2,0,44,0.0,74.7526238925111,32.5631633851485,0,0,,0.0,122,110,7,1,1,0,1,96.0,112.33333333333333,132.85714285714286,-0.2774193548387097,23.51190174804077,0.0,0.0,7.607492804315143,12,74.88888888888889,-0.0,1.6292789876766376,MEDIUM
2023-02-14,1,2,0,45,0.0,65.94138556175376,33.57331521365725,0,0,,0.0,143,110,7,1,1,0,1,122.0,107.66666666666667,130.71428571428572,-0.06666666666666672,23.753696454196227,0.0,0.0,-1.525835831979819,11,71.77777777777779,-0.0,1.5702715505228202,LOW
2023-02-15,2,2,0,46,0.0,71.12256258135211,34.84396655012384,0,0,,0.0,141,110,7,1,1,0,0,143.0,120.33333333333333,130.28571428571428,0.09758771929824568,23.457154457395177,0.0,0.0,0.9300134816721766,10,80.22222222222221,0.0,1.7431147510132952,MEDIUM
2023-02-16,3,2,0,47,0.0,66.75735010525379,33.00296410399249,0,0,,0.0,150,110,7,1,1,0,0,141.0,135.33333333333334,128.14285714285714,0.10033444816053515,21.302805538461907,0.0,0.0,-7.995273787257304,9,90.22222222222223,0.0,1.8632154498461708,MEDIUM
2023-02-17,4,2,0,48,0.0,68.84972684648896,30.92187163364563,0,0,,0.0,152,110,7,1,1,0,0,150.0,144.66666666666666,127.57142857142857,0.1758118701007839,20.533364254769534,0.0,0.0,2.908341284735201,8,96.44444444444443,0.0,1.954608898507775,HIGH
2023-02-18,5,2,1,49,0.0,68.81566709799849,31.186551493233964,0,0,,0.0,133,110,7,1,1,0,1,152.0,147.66666666666666,129.85714285714286,0.17051705170517048,22.430846108492123,0.0,0.0,-2.306895483353628,7,98.44444444444443,1.7051705170517049,4.177081072458224,HIGH
2023-02-19,6,2,1,50,0.0,63.45161485096917,32.501917688345586,0,0,,0.0,111,110,7,1,1,0,1,133.0,145.0,133.85714285714286,-0.00640341515474923,19.574035280004363,0.0,0.0,-3.3057352542846203,6,96.66666666666667,-0.0640341515474923,3.8254900770670885,LOW
2023-02-20,0,2,0,51,0.0,70.79306405000251,31.60566806912509,0,0,,0.0,119,110,8,1,1,0,1,111.0,132.0,136.0,-0.18382352941176472,15.033296378372837,0.0,0.0,1.9433372035135505,5,88.0,-0.0,1.541465040648405,HIGH
2023-02-21,1,2,0,52,0.0,65.24234634831932,31.41838698104536,0,0,,0.0,137,110,8,1,1,0,1,119.0,121.0,135.57142857142858,-0.12223393045310861,15.533374207998472,0.0,0.0,-3.5733207496791692,4,80.66666666666666,-0.0,1.4331794263892714,MEDIUM
2023-02-22,2,2,0,53,0.0,66.2647441408229,32.788910981584834,0,0,,0.0,139,110,8,1,1,0,0,137.0,122.33333333333333,134.71428571428572,0.016967126193001,15.217471162168389,0.0,0.0,2.813129289853727,3,81.55555555555554,0.0,1.4360902129461997,HIGH
2023-02-23,3,2,0,54,0.0,69.39024850118523,33.96751957229703,0,0,,0.0,133,110,8,1,1,0,0,139.0,131.66666666666666,134.42857142857142,0.03400637619553676,15.098091963966143,0.0,0.0,-1.402815548817287,2,87.77777777777777,0.0,1.540416258418514,HIGH
2023-02-24,4,2,0,55,0.0,67.25559491109257,31.74889521939355,0,0,,0.0,134,110,8,1,1,0,0,133.0,136.33333333333334,132.0,0.007575757575757576,13.45362404707366,0.0,0.0,2.0132485627732564,1,90.8888888888889,0.0,1.5202813594725697,MEDIUM
2023-02-25,5,2,1,56,0.0,69.75053295346063,33.28011707417804,0,1,Local Festival,0.0,153,110,8,1,1,0,1,134.0,135.33333333333334,129.42857142857142,0.03532008830022085,10.357881747042377,0.0,0.0,3.485788812637736,0,90.22222222222223,0.3532008830022085,2.7389555531776013,CRITICAL
2023-02-26,6,2,1,57,0.0,75.44709066201457,30.855133897754712,0,0,,0.0,126,110,8,1,1,0,1,153.0,140.0,132.28571428571428,0.1565874730021599,13.719988893512046,0.0,0.0,6.056842160829348,13,93.33333333333333,1.565874730021599,3.1471989633944575,LOW
2023-02-27,0,2,0,58,0.0,71.34188238413229,32.722764342417854,0,0,,0.0,147,110,9,1,1,0,1,126.0,137.66666666666666,134.42857142857142,-0.06269925611052064,10.6748480528942,0.0,0.0,4.086287473039718,12,91.77777777777777,-0.0,1.4076346939828115,LOW
2023-02-28,1,2,0,59,0.0,70.39981782432083,33.5201876065026,0,0,,0.0,141,110,9,1,1,0,1,147.0,142.0,138.42857142857142,0.06191950464396294,9.052755434251948,0.0,0.0,0.6492848708601997,11,94.66666666666667,0.0,1.375163757221259,LOW
2023-03-01,2,3,0,60,2.674922535898733,71.2915898927709,30.201045199250284,0,0,,1.0,173,110,9,1,0,0,0,141.0,138.0,139.0,0.014388489208633094,9.073771725877304,0.0,2.674922535898733,-4.155500769243673,10,92.0,0.0,1.337393499390356,HIGH
2023-03-02,3,3,0,61,0.0,63.30180049254093,33.32211218659873,0,0,,0.0,181,110,9,1,0,0,0,173.0,153.66666666666666,143.85714285714286,0.20258192651439919,15.731375988011543,2.674922535898733,2.674922535898733,-8.040081891591363,9,100.0,0.0,1.7865687994005772,HIGH
2023-03-03,4,3,0,62,0.0,63.90446297518855,30.683816446040417,0,0,,0.0,162,110,9,1,0,0,0,181.0,165.0,150.71428571428572,0.20094786729857814,20.072487686003342,0.0,2.674922535898733,-6.4953548491322834,8,100.0,0.0,2.003624384300167,MEDIUM
2023-03-04,5,3,1,63,0.0,72.59777324125932,33.039508940121564,0,0,,0.0,138,110,9,1,0,0,1,162.0,172.0,154.71428571428572,0.04709141274238222,18.944781917582336,0.0,0.0,1.3061833484884176,7,100.0,0.47091412742382216,3.8944781917582336,HIGH
2023-03-05,6,3,1,64,0.0,65.181349198355,32.678699510940206,0,0,,0.0,133,110,9,1,0,0,1,138.0,160.33333333333334,152.57142857142858,-0.09550561797752816,19.990473921821884,0.0,0.0,1.8795487058140665,6,100.0,-0.9550561797752816,3.9990473921821885,MEDIUM
2023-03-06,0,3,0,65,0.0,63.58869769154339,31.274438920813058,0,0,,0.0,134,110,10,1,0,0,1,133.0,144.33333333333334,153.57142857142858,-0.1339534883720931,18.56391789518152,0.0,0.0,-0.3157652836451632,5,96.22222222222223,-0.0,1.8553529387348442,LOW
2023-03-07,1,3,0,66,0.0,72.11110727926315,32.175677301722466,0,0,,0.0,161,110,10,1,0,0,1,134.0,135.0,151.71428571428572,-0.11676082862523546,19.93083277833841,0.0,0.0,-0.48666596199616663,4,90.0,-0.0,1.7968874750252284,MEDIUM
2023-03-08,2,3,0,67,0.0,69.48723091524216,34.75094105666264,0,0,,0.0,141,110,10,1,0,0,0,161.0,142.66666666666666,154.57142857142858,0.04158964879852117,19.569169143128526,0.0,0.0,4.305881716887171,3,95.1111111111111,0.0,1.881733821473223,LOW
2023-03-09,3,3,0,68,0.0,61.865419847140686,32.55306195444096,0,0,,0.0,147,110,10,1,0,0,0,141.0,145.33333333333334,150.0,-0.06,18.23915202707244,0.0,0.0,-1.723277844402702,2,96.88888888888889,-0.0,1.852474475978176,HIGH
2023-03-10,4,3,0,69,0.0,62.01862147912257,33.36141704076076,0,0,,0.0,141,110,10,1,0,0,0,147.0,149.66666666666666,145.14285714285714,0.012795275590551209,12.102734834581222,0.0,0.0,-10.09248580014058,1,99.77777777777777,0.0,1.6015697711918855,LOW
2023-03-11,5,3,1,70,0.0,66.78306235141622,33.779697371036235,0,1,Local Festival,0.0,166,110,10,1,0,0,1,141.0,143.0,142.14285714285714,-0.008040201005025097,9.564318610135619,0.0,0.0,-2.704168563825945,0,95.33333333333334,-0.08040201005025097,2.8184650408329297,CRITICAL
2023-03-12,6,3,1,71,0.0,64.12264387994121,30.42700945268068,0,0,,0.0,137,110,10,1,0,0,1,166.0,151.33333333333334,146.14285714285714,0.1358748778103617,12.837816162008195,0.0,0.0,2.257224032800522,12,100.0,1.358748778103617,3.2837816162008195,HIGH
2023-03-13,0,3,0,72,0.0,63.19429567993085,31.95853396068228,0,0,,0.0,117,110,11,1,0,0,1,137.0,148.0,146.71428571428572,-0.06621226874391437,12.22993984332807,0.0,0.0,1.175674200808281,11,98.66666666666667,-0.0,1.5900103656041848,LOW
2023-03-14,1,3,0,73,0.0,68.50476376524207,33.33325865106902,0,0,,0.0,142,110,11,1,0,0,1,117.0,140.0,144.28571428571428,-0.18910891089108905,16.2143381580858,0.0,0.0,1.7217014138258548,10,93.33333333333333,-0.0,1.6900024473773372,LOW
2023-03-15,2,3,0,74,0.0,69.85572136777408,31.567768795873985,0,0,,0.0,161,110,11,1,0,0,0,142.0,132.0,141.57142857142858,0.0030272452068616693,14.443650771845855,0.0,0.0,5.7330774878328725,9,88.0,0.0,1.5155206339612175,HIGH
2023-03-16,3,3,0,75,0.0,69.26218786578481,31.09119347261557,0,0,,0.0,165,110,11,1,0,0,0,161.0,140.0,144.42857142857142,0.11473788328387745,16.184943032101664,0.0,0.0,6.067892185853957,8,93.33333333333333,0.0,1.6886306748314108,HIGH
2023-03-17,4,3,0,76,0.0,73.21467336145923,34.42799750442089,0,0,,0.0,174,110,11,1,0,0,0,165.0,156.0,147.0,0.12244897959183673,17.990738358018035,0.0,0.0,4.709909596217159,7,100.0,0.0,1.8995369179009018,HIGH
2023-03-18,5,3,1,77,0.0,62.75458783250639,31.44358204938485,0,0,,0.0,137,110,11,1,0,0,1,174.0,166.66666666666666,151.71428571428572,0.1468926553672316,20.328258539237662,0.0,0.0,-7.101133535267692,6,100.0,1.468926553672316,4.032825853923766,HIGH
2023-03-19,6,3,1,78,0.0,69.07316316585555,33.25631351233226,0,0,,0.0,112,110,11,1,0,0,1,137.0,158.66666666666666,147.57142857142858,-0.0716360116166506,19.881793537950966,0.0,0.0,-0.18902469992926285,5,100.0,-0.7163601161665061,3.9881793537950965,LOW
2023-03-20,0,3,0,79,0.0,71.38987106470135,38.66833894351036,0,0,,0.0,123,110,12,1,0,0,1,112.0,141.0,144.0,-0.2222222222222222,23.930454794396656,0.0,0.0,-1.8248022967578805,4,94.0,-0.0,2.0647313753366427,MEDIUM
2023-03-21,1,3,0,80,0.0,75.9323808528007,34.388836267114215,0,0,,0.0,142,110,12,1,0,0,1,123.0,124.0,144.85714285714286,-0.15088757396449706,22.886885410853065,0.0,0.0,13.177793020294317,3,82.66666666666667,-0.0,1.77265793031526,LOW
2023-03-22,2,3,0,81,0.0,68.61012994735842,34.06082291450036,0,0,,0.0,161,110,12,1,0,0,0,142.0,125.66666666666667,144.85714285714286,-0.01972386587771206,22.886885410853065,0.0,0.0,-0.46303321849713086,2,83.77777777777779,-0.0,1.7964839777657342,HIGH
2023-03-23,3,3,0,82,0.0,69.54713998001839,31.65285383522588,0,0,,0.0,168,110,12,1,0,0,0,161.0,142.0,144.85714285714286,0.11143984220907295,22.886885410853065,0.0,0.0,-1.842731084682967,1,94.66666666666667,0.0,2.029979242780379,CRITICAL
2023-03-24,4,3,0,83,0.0,80.48272082937122,30.148764686549143,0,1,Local Festival,0.0,201,110,12,1,0,0,0,168.0,157.0,145.28571428571428,0.15634218289085552,23.350333942753153,0.0,0.0,4.550339976570513,0,100.0,0.0,2.167516697137658,HIGH
2023-03-25,5,3,1,84,0.0,69.0238851389248,33.08140911590088,0,0,,0.0,162,110,12,1,0,0,1,201.0,176.66666666666666,149.14285714285714,0.3477011494252874,30.129877593669672,0.0,0.0,0.41375519156638063,30,100.0,3.4770114942528743,5.012987759366967,LOW
2023-03-26,6,3,1,85,0.0,66.44511769883779,34.60451542992081,0,0,,0.0,159,110,12,1,0,0,1,162.0,177.0,152.71428571428572,0.06080449017773615,29.931668211189884,0.0,0.0,-3.102022281180595,30,100.0,0.6080449017773615,4.993166821118988,MEDIUM
2023-03-27,0,3,0,86,0.0,76.09092424543195,33.17242148084252,0,0,,1.0,168,110,13,1,0,0,1,159.0,174.0,159.42857142857142,-0.0026881720430106766,23.950345459283852,0.0,0.0,-4.391796583939268,30,100.0,-0.0,2.1975172729641925,HIGH
2023-03-28,1,3,0,87,0.0,66.5663516905007,33.31131274991374,0,0,,0.0,162,110,13,1,0,0,1,168.0,163.0,165.85714285714286,0.012919896640826848,17.789777696086585,0.0,0.0,-2.457533448424101,30,100.0,0.0,1.8894888848043292,MEDIUM
2023-03-29,2,3,0,88,0.0,80.25845012506245,35.75729774325862,0,0,,0.0,150,110,13,1,0,0,0,162.0,163.0,168.71428571428572,-0.03979678238780699,14.648256844123706,0.0,0.0,13.813332426224662,30,100.0,-0.0,1.7324128422061853,MEDIUM
2023-03-30,3,3,0,89,0.0,60.925977091724455,33.27593152835256,1,0,,0.0,156,110,13,1,0,0,0,150.0,160.0,167.14285714285714,-0.10256410256410255,16.128944700222824,0.0,0.0,-15.164947153707494,30,100.0,-0.0,1.8064472350111411,HIGH
2023-03-31,4,3,0,90,0.0,64.96270169724897,30.49514397126365,0,0,,0.0,162,110,13,1,0,0,0,156.0,156.0,165.42857142857142,-0.05699481865284967,16.65189821869277,0.0,0.0,-1.6036499932517216,30,100.0,-0.0,1.8325949109346387,MEDIUM
2023-04-01,5,4,1,91,0.0,70.51747673435207,34.298586489936135,0,0,,0.0,139,110,13,2,0,0,1,162.0,156.0,159.85714285714286,0.01340482573726539,5.6694670951375725,0.0,0.0,-9.74097339071038,30,100.0,0.1340482573726539,2.5669467095137573,MEDIUM
2023-04-02,6,4,1,92,0.0,67.43225989111858,32.522812933507815,0,0,,0.0,136,110,13,2,0,0,1,139.0,152.33333333333334,156.57142857142858,-0.11222627737226284,9.554355775545808,0.0,0.0,6.506282799394121,30,100.0,-1.1222627737226285,2.9554355775545806,HIGH
2023-04-03,0,4,0,93,0.0,77.31372317962919,33.60520396987822,0,0,,0.0,160,110,14,2,0,0,1,136.0,145.66666666666666,153.28571428571428,-0.11276794035414721,12.175306782093301,0.0,0.0,12.351021482380219,30,97.1111111111111,-0.0,1.5622898959749745,MEDIUM
2023-04-04,1,4,0,94,0.0,72.3492259632279,35.4714250576444,0,0,,0.0,151,110,14,2,0,0,1,160.0,145.0,152.14285714285714,0.05164319248826294,10.869354035215215,0.0,0.0,1.8317492288758217,30,96.66666666666667,0.0,1.4920187783687353,MEDIUM
2023-04-05,2,4,0,95,0.0,61.87299536287552,32.263234695027585,0,0,,0.0,158,110,14,2,0,0,0,151.0,149.0,150.57142857142858,0.002846299810246598,9.96422170998351,0.0,0.0,-5.559264528243055,30,99.33333333333333,0.0,1.4882230115958475,MEDIUM
2023-04-06,3,4,0,96,0.0,66.18763926654177,35.79130302947931,0,0,,0.0,161,110,14,2,0,0,0,158.0,156.33333333333334,151.71428571428572,0.04143126177024477,10.339475900873996,0.0,0.0,-11.126083913087427,30,100.0,0.0,1.5169737950437,MEDIUM
2023-04-07,4,4,0,97,0.0,52.03119115296299,31.43894509350205,0,0,,1.0,181,110,14,2,0,0,0,161.0,156.66666666666666,152.42857142857142,0.05623242736644807,10.8452315613379,0.0,0.0,-20.318034810264905,30,100.0,0.0,1.5422615780668951,HIGH
